prop_id,owner_id
37870,221793
37871,119441
37872,475142
37873,172982
37874,139624
37875,451767
37876,165865
37877,179412
37878,433653
37879,136451
37880,186549
37881,461883
37882,469603
37883,167416
37884,183615
37885,18739
37886,185768
37887,479979
37888,422399
37889,141890
37890,439680
37892,44750
37893,65320
37894,475962
37895,40748
37896,217046
37897,110445
37898,219700
37899,104032
37900,418699
37901,221712
37904,204435
37905,225770
37906,155345
37907,429790
37908,419774
37909,480945
37910,445096
37911,94127
37914,473476
37915,224457
37916,451263
37917,452780
37918,99617
37919,213999
37920,198328
37923,167526
37924,472251
37925,194337
37928,465938
37929,20823
37930,449659
37931,138853
37932,102885
37933,134481
37934,82662
37935,420773
37936,430719
37937,446427
37938,131347
37939,455157
37940,429360
37941,154592
37942,447092
37943,63970
37944,76822
37945,136161
37946,186366
37947,54411
37948,474300
37949,200547
37950,170615
37952,449884
37953,449884
37954,449371
37955,202158
37956,54119
37957,192788
37958,418159
37959,438675
37960,202490
37961,132647
37962,459386
37963,473556
37964,155900
37965,479071
37966,147404
37967,165404
37968,205223
37969,445956
37970,430055
37971,156647
37972,446133
37973,223698
37974,166405
37975,427322
37976,440826
37977,144383
37978,55830
37979,450255
37980,450858
37981,454736
37982,452465
37983,21562
37984,183594
37985,419705
37986,177592
37987,37625
37988,220460
37989,471768
37990,27967
37991,131507
37992,92283
37993,428105
37994,467731
37995,419837
37996,442776
37997,216405
37998,431526
37999,42007
38000,24569
38001,448498
38002,419001
38003,442872
38004,195894
38005,480448
38006,451459
38007,456341
38008,152178
38009,206039
38010,478679
38011,221440
38012,436597
38013,424390
38014,455434
38015,443269
38016,183536
38017,220431
38018,425395
38019,67881
38020,174617
38021,89991
38022,473688
38023,432709
38024,443681
38025,164493
38026,153824
38027,161815
38028,169142
38029,172789
38030,442775
38031,473944
38032,192983
38033,200671
38034,195624
38035,439223
38036,153882
38037,156893
38038,93769
38039,101628
38040,178747
38041,28071
38042,208146
38043,426792
38044,47144
38045,189588
38046,12892
38047,165525
38048,63099
38049,38915
38050,469604
38051,152940
38052,477973
38053,440746
38054,34971
38055,179643
38056,441885
38057,80229
38058,134307
38062,222901
38063,61629
38067,440905
38068,58514
38069,143569
38070,481075
38071,183560
38072,440905
38074,213154
38075,167838
38076,471587
38077,447202
38078,459556
38079,447311
38080,447311
38081,447311
38083,224418
38084,37111
38085,37111
38087,37109
38088,106629
38089,174175
38090,476996
38091,28197
38092,28196
38093,470104
38094,149006
38095,465602
38096,118365
38097,69499
38098,69496
38099,445083
38100,458341
38101,458341
38102,458341
38103,458341
38104,201693
38105,177745
38106,201918
38108,86439
38109,440721
38110,114279
38111,177661
38112,470457
38113,449200
38114,142033
38115,420135
38116,107417
38117,133415
38118,449850
38119,463549
38120,463953
38121,420449
38122,111273
38123,430994
38124,225091
38125,196927
38126,428187
38127,43852
38128,221471
38129,168128
38130,216538
38131,445685
38132,461541
38133,179562
38134,175712
38135,191901
38136,444507
38137,455854
38138,474982
38139,53440
38140,82550
38141,221626
38142,164852
38143,152297
38144,480783
38145,41823
38146,437538
38147,476911
38148,10693
38149,468301
38150,422933
38151,89130
38152,455873
38153,450470
38154,188654
38155,53264
38156,169123
38157,425353
38158,435254
38159,105732
38160,469349
38161,183911
38162,448160
38163,457042
38164,450071
38165,451342
38166,430811
38167,461443
38168,457339
38169,217965
38170,75639
38171,480859
38172,202866
38173,448488
38174,472624
38175,58514
38176,47159
38177,203940
38178,110966
38179,120396
38180,454060
38181,475500
38182,69309
38183,454610
38184,117282
38185,128629
38186,457304
38187,41179
38188,25703
38189,105619
38190,180172
38191,105613
38192,443124
38193,439967
38194,470304
38195,196864
38196,30103
38197,85859
38198,71517
38199,71524
38200,218794
38201,199984
38202,462932
38203,199533
38204,454920
38205,182494
38206,473434
38207,214762
38208,58607
38209,423074
38210,39511
38211,471832
38212,184679
38213,426020
38214,421427
38215,99031
38216,222321
38217,27854
38218,194046
38219,463911
38220,480720
38221,440291
38222,77441
38223,37233
38224,478494
38225,145987
38226,213154
38227,458358
38228,113895
38229,12432
38230,450513
38231,110006
38232,179400
38233,44454
38234,69082
38235,192005
38236,469564
38237,221125
38238,444310
38239,463012
38240,71228
38241,183095
38242,85468
38243,460309
38244,11833
38245,470178
38246,418376
38247,88229
38248,208356
38249,465665
38250,123592
38251,473309
38252,456485
38253,179850
38254,191694
38255,437727
38256,433541
38257,155202
38258,193054
38259,191368
38260,130449
38261,118519
38262,222827
38263,467972
38264,473117
38265,218693
38266,468552
38267,187775
38268,112018
38269,112018
38270,209930
38271,10731
38272,469860
38273,477506
38274,61593
38275,10731
38276,465719
38277,465723
38278,465719
38279,465719
38280,465719
38281,93773
38282,64598
38283,65116
38284,206508
38285,220213
38286,43866
38287,92326
38288,105699
38289,480481
38290,44351
38291,142225
38292,214521
38293,431170
38294,461949
38295,134149
38296,219621
38297,445847
38298,457430
38299,207593
38300,455218
38301,447397
38302,458495
38303,460724
38304,88297
38305,453630
38306,189522
38307,194359
38308,187673
38309,459193
38310,207845
38311,461103
38312,435498
38313,458191
38314,464450
38315,439088
38316,429045
38317,471079
38318,197032
38319,47911
38320,39522
38321,217327
38322,214558
38327,475595
38328,468964
38329,478796
38330,438446
38331,471250
38332,429233
38333,10352
38334,479869
38335,444140
38336,446515
38337,41179
38338,114181
38339,438632
38340,224794
38341,455429
38342,65661
38343,204441
38344,52434
38345,211785
38346,175949
38347,176323
38348,126125
38349,469489
38350,98853
38351,437057
38353,221551
38354,420874
38355,85477
38356,418355
38357,457743
38358,472371
38359,69479
38360,200181
38361,427364
38362,16676
38363,182302
38364,442870
38365,108789
38366,424526
38367,93665
38368,206814
38370,108789
38371,207792
38372,31473
38377,117863
38378,144170
38379,150581
38380,47044
38381,150581
38382,434467
38390,159203
38391,150581
38394,186698
38395,150581
38396,26323
38397,156846
38398,201606
38399,199461
38402,201606
38403,191068
38404,17611
38405,17610
38406,191068
38407,111712
38408,111712
38409,150991
38411,170130
38412,439075
38416,212839
38418,94065
38420,94065
38422,212839
38423,212839
38424,212839
38425,47044
38426,90166
38427,435112
38431,109628
38432,451208
38434,94065
38436,94065
38437,94065
38438,94065
38439,212839
38440,212839
38443,435112
38445,99136
38446,39206
38447,39206
38448,39206
38449,204148
38450,191068
38451,62417
38452,221835
38453,212839
38454,212839
38455,62415
38456,208284
38457,208284
38458,212839
38459,212839
38460,67599
38461,469091
38462,468234
38465,38322
38466,161828
38467,467563
38468,212858
38469,195798
38470,458588
38471,161847
38472,420086
38473,465862
38474,177381
38479,209157
38480,469967
38481,42120
38482,478281
38483,435894
38484,170997
38485,134400
38486,150209
38487,120622
38491,457866
38492,288740
38493,144218
38494,190284
38495,199473
38496,435516
38497,420411
38498,217660
38499,430611
38500,446455
38501,474353
38502,105203
38503,208612
38504,68080
38505,25546
38506,132983
38507,438665
38508,165067
38509,196824
38510,208284
38511,208284
38512,208284
38513,208284
38514,168942
38515,461415
38516,477943
38517,468220
38518,453368
38519,470679
38520,212384
38521,185735
38522,218708
38523,436490
38524,217552
38525,459415
38526,140792
38527,458518
38528,219600
38529,476864
38530,444923
38531,119616
38532,84762
38533,432562
38534,480682
38535,467597
38536,118613
38537,34487
38538,101152
38542,439282
38543,132910
38544,439565
38545,475266
38546,152802
38547,143673
38548,477704
38549,193025
38550,420457
38551,181488
38552,124478
38553,192573
38554,448011
38555,460964
38556,454012
38557,465498
38558,127235
38559,200531
38560,465757
38561,472886
38562,474424
38563,425937
38564,34170
38565,448011
38566,184880
38567,164002
38568,475151
38569,435039
38572,69413
38573,425097
38574,467273
38575,462092
38576,197530
38577,158533
38578,220361
38579,447596
38580,475886
38581,441835
38582,223103
38583,430447
38584,459007
38585,422932
38586,470686
38587,440766
38588,134400
38589,192573
38590,209794
38591,209794
38592,88763
38593,469776
38594,469399
38595,440798
38596,431764
38597,437920
38598,457453
38600,419758
38601,423622
38602,211933
38603,170735
38604,152198
38605,462417
38606,173234
38607,456503
38608,174641
38609,435246
38610,213325
38611,436617
38612,129675
38613,462262
38614,450247
38615,468045
38616,178190
38619,462497
38623,98276
38624,34485
38625,469520
38626,455388
38627,161333
38628,198745
38629,473293
38630,143335
38631,467725
38632,39296
38636,27917
38637,181277
38640,471972
38641,165513
38643,27895
38644,425512
38648,47044
38649,47044
38650,47044
38651,47044
38652,424531
38653,424531
38654,47062
38655,471878
38656,47044
38658,47062
38659,203155
38660,466188
38661,18965
38662,55105
38663,124117
38666,134427
38668,134427
38669,134427
38670,453656
38671,181019
38672,453656
38673,202528
38674,180964
38676,55105
38677,55105
38678,195547
38679,440522
38680,195547
38681,173619
38683,478292
38686,452952
38687,200754
38688,123314
38689,88074
38690,111700
38691,214639
38692,115451
38693,135672
38700,41638
38703,469576
38704,110503
38705,110503
38706,81578
38707,216970
38708,129782
38709,57710
38710,171279
38711,435759
38712,422897
38713,103542
38714,20700
38715,37930
38716,204412
38719,75050
38720,469945
38721,465174
38722,434805
38723,434108
38724,184815
38725,72465
38726,191767
38727,158452
38728,74578
38729,173729
38732,122952
38733,440203
38734,443618
38735,45347
38736,129782
38737,79595
38738,204777
38739,43328
38740,148413
38741,454245
38742,422673
38743,479854
38744,223118
38745,187536
38747,215592
38748,87572
38749,435759
38753,465483
38755,462692
38756,424173
38758,51728
38759,221107
38760,51730
38761,135127
38762,58003
38763,59964
38765,150769
38766,160983
38767,439592
38768,428497
38769,25314
38770,460729
38771,448950
38772,445050
38773,465811
38774,139729
38775,445578
38776,85418
38777,436023
38778,214996
38779,424280
38780,455875
38781,470913
38788,54038
38792,55254
38793,50450
38794,455234
38795,440456
38796,435686
38797,169660
38798,473583
38799,473365
38800,224914
38801,454854
38802,114078
38803,222681
38804,225396
38805,428025
38806,107853
38807,428157
38808,88297
38809,472381
38810,453947
38811,460333
38812,189306
38813,169774
38814,430614
38815,223275
38816,217806
38817,152180
38818,219946
38819,86235
38820,152124
38821,46904
38822,469528
38823,474504
38824,153084
38825,190497
38826,146174
38827,83394
38828,418105
38829,424808
38830,441838
38831,111059
38832,111059
38833,191558
38834,170204
38835,170204
38836,433211
38837,430475
38838,181447
38839,215488
38840,453975
38841,171251
38842,207062
38843,186705
38844,443084
38845,34984
38846,430143
38847,454011
38848,478246
38849,479676
38850,452113
38851,467052
38852,213255
38853,461519
38854,437311
38855,113770
38856,222227
38857,440400
38858,428336
38859,57021
38860,425101
38861,458484
38862,462547
38863,470411
38864,152248
38865,477430
38866,434320
38867,479656
38868,146214
38869,455387
38870,421866
38871,478680
38872,439103
38873,182981
38874,465959
38875,476742
38876,451163
38877,477127
38878,451001
38879,477844
38880,213810
38881,192769
38882,464119
38883,59963
38884,461113
38885,471959
38886,419100
38887,224066
38888,448471
38889,446485
38890,204938
38891,443782
38892,194686
38893,20980
38894,215605
38895,213349
38896,212819
38897,439408
38898,167311
38899,132461
38900,59967
38901,59967
38902,59964
38903,457611
38904,175328
38905,439017
38908,439017
38909,139382
38910,224936
38911,455255
38914,222840
38915,125003
38916,210200
38917,434234
38918,171045
38919,478070
38920,418934
38923,115877
38924,225723
38925,456423
38926,460963
38927,450836
38928,423413
38929,35793
38931,225135
38932,132098
38933,445528
38934,436029
38935,204420
38936,422157
38937,172543
38938,63144
38939,429572
38940,463734
38941,117257
38942,146400
38943,72396
38944,52257
38945,155312
38946,124083
38947,216633
38948,216633
38949,148081
38950,188296
38954,453305
38955,201211
38956,474884
38957,446641
38958,175390
38959,136857
38960,211466
38961,89315
38962,439137
38965,112418
38966,470011
38969,45257
38970,216856
38971,442081
38972,458474
38973,470399
38977,459527
38978,112014
38979,222513
38980,465177
38981,162793
38982,432196
38983,131983
38984,223958
38985,188147
38986,19298
38987,476458
38988,94146
38989,193545
38990,24904
38991,470339
38992,422209
38993,52613
38994,55901
38995,36451
38996,431066
38997,476816
38998,108153
38999,108155
39000,141619
39001,448644
39002,457635
39003,193263
39004,432518
39005,475618
39006,472509
39008,17349
39009,17349
39010,456949
39011,472123
39012,209699
39013,138958
39014,213865
39015,54043
39016,196099
39017,58966
39018,50812
39019,427416
39020,128158
39021,146593
39022,428756
39023,428853
39024,463020
39027,198873
39028,476800
39029,456673
39030,113417
39031,460704
39032,39276
39033,126482
39034,288804
39036,419991
39037,24539
39038,24539
39039,55883
39040,446813
39041,453150
39042,224311
39044,122849
39047,212411
39051,92407
39052,430222
39053,162138
39054,473811
39055,440963
39056,477001
39057,447636
39058,19223
39059,190097
39060,210858
39061,201998
39062,478091
39063,452781
39064,223510
39065,222111
39066,140977
39067,39600
39068,183176
39069,197684
39072,190906
39073,469048
39076,461787
39079,442868
39080,39815
39081,204938
39082,97435
39083,135975
39084,478356
39085,478356
39086,177680
39087,213558
39088,213558
39089,213558
39090,213558
39091,213558
39092,205300
39093,160750
39094,163946
39097,172787
39099,209496
39100,431241
39103,135850
39104,25959
39105,225422
39106,461031
39107,100966
39108,201328
39109,436533
39110,449027
39111,43680
39112,147582
39113,53214
39114,38108
39115,421833
39116,205073
39117,164766
39118,480713
39119,76560
39120,118491
39121,478607
39122,479810
39123,209885
39124,174696
39125,423338
39126,441588
39127,462456
39128,442309
39129,139030
39130,19610
39131,423710
39132,447293
39133,191516
39134,452483
39135,16400
39136,218940
39137,426873
39138,19653
39139,26470
39140,425742
39143,420640
39144,212603
39145,35705
39146,135044
39147,129135
39148,86330
39149,22044
39150,133026
39151,14544
39152,52656
39153,206624
39154,206624
39155,426022
39156,452400
39157,476437
39158,457762
39159,67180
39160,38166
39161,221435
39162,430774
39163,156082
39164,93766
39165,189338
39166,189511
39167,473164
39168,447594
39169,207829
39170,481425
39171,154412
39172,435573
39173,91602
39174,169490
39175,92594
39176,222016
39177,156933
39178,100312
39179,114295
39180,465454
39181,177000
39182,193547
39183,167302
39184,135821
39185,440460
39186,206318
39187,471811
39188,199707
39189,448077
39190,454696
39191,481155
39192,223524
39193,454717
39194,104253
39195,457351
39196,469526
39197,88491
39198,426585
39199,442278
39200,455968
39201,83758
39202,472387
39203,200349
39204,288843
39205,288843
39206,456243
39207,156104
39208,27686
39215,17747
39216,447841
39217,464583
39218,471285
39219,456993
39222,441997
39223,419818
39224,119012
39225,456924
39226,198843
39227,452900
39228,449971
39229,444532
39230,213350
39231,64131
39233,446162
39234,116585
39236,473505
39242,181431
39243,95936
39244,431947
39245,132244
39247,434908
39248,178167
39249,97247
39250,92412
39251,44878
39252,32948
39253,94843
39254,48379
39255,481599
39256,476303
39257,126514
39258,479660
39259,66367
39260,462510
39261,218135
39262,420819
39263,145108
39264,475770
39265,223167
39266,175399
39267,437722
39268,222774
39269,477642
39270,457409
39271,155836
39272,477642
39273,168629
39274,464169
39275,450755
39276,480398
39277,466569
39278,104058
39279,419821
39280,184892
39281,434371
39282,116249
39283,441722
39284,186334
39285,461373
39286,468519
39287,86700
39288,425626
39289,200280
39290,24279
39291,438277
39292,437355
39293,460560
39294,220841
39295,142086
39296,447404
39297,220117
39298,158878
39299,454428
39300,186113
39301,30601
39302,195498
39303,68154
39304,179221
39305,100764
39306,474401
39307,475848
39308,442084
39309,460245
39310,457487
39311,169623
39312,197357
39313,217264
39314,169851
39315,212787
39316,106981
39317,469843
39318,181693
39319,453990
39320,425026
39321,135031
39322,458802
39323,425440
39324,479207
39325,90494
39326,93571
39327,63861
39328,446020
39329,454998
39330,424458
39331,161616
39332,429083
39333,457671
39334,142767
39335,211680
39336,454995
39337,420475
39338,171420
39339,170590
39340,432234
39341,166659
39342,73107
39343,224847
39344,215070
39345,473185
39346,194023
39347,84793
39348,92195
39349,100765
39350,74236
39351,444160
39352,153999
39353,202155
39354,85419
39355,179111
39356,200772
39357,163146
39358,203636
39359,58258
39360,136109
39361,167038
39362,172590
39363,97596
39364,55955
39365,149786
39366,150546
39367,191555
39368,143625
39369,481662
39370,214129
39371,455621
39372,442399
39373,475468
39374,86588
39375,18806
39376,458228
39377,191054
39378,127954
39379,424581
39380,447139
39381,428006
39382,123323
39383,13404
39384,100848
39385,59099
39386,441253
39387,105682
39388,199552
39389,423914
39390,134546
39391,451297
39392,219315
39393,445674
39394,50897
39395,467582
39396,225384
39397,187103
39398,474138
39399,138782
39400,116246
39401,448251
39402,205760
39403,156722
39404,75927
39405,431809
39406,435201
39407,428571
39408,66125
39409,169960
39410,443799
39411,42828
39412,476921
39413,474908
39414,441489
39415,466593
39416,100767
39417,161110
39418,134050
39419,82646
39420,427191
39421,481549
39422,437777
39423,436975
39424,50768
39425,182903
39426,456751
39427,453530
39428,100764
39429,213242
39430,480589
39431,69727
39432,459152
39433,433823
39434,437679
39435,473259
39436,435475
39437,215319
39438,117693
39439,481360
39440,214041
39441,199932
39442,450333
39443,11327
39444,478495
39445,144964
39446,473887
39447,211618
39448,34857
39449,110606
39450,197829
39451,29725
39452,202489
39453,194903
39454,210355
39455,62697
39456,176778
39457,115617
39458,131074
39459,437263
39460,441312
39461,467361
39462,426636
39463,445166
39464,23645
39465,23648
39466,199786
39467,422653
39468,206375
39469,132515
39470,216342
39471,454582
39472,217193
39473,120817
39474,76426
39475,153445
39476,165866
39477,176333
39478,456060
39479,140324
39480,140324
39481,140324
39482,140324
39483,67767
39486,60443
39487,60441
39490,427179
39491,49781
39492,427401
39493,218803
39494,120333
39495,477721
39498,117990
39501,185828
39502,479626
39503,157627
39504,117988
39505,446806
39506,453428
39507,453428
39509,13694
39510,422866
39511,288755
39517,173113
39520,480158
39522,445746
39523,459121
39524,437686
39525,40440
39527,444311
39529,45255
39530,51635
39531,208967
39532,85484
39533,470784
39535,69632
39538,15439
39539,12443
39540,61629
39541,458294
39542,422566
39545,447933
39549,146259
39551,448378
39553,118273
39554,179582
39555,109325
39556,59161
39557,59161
39558,449398
39559,222000
39561,79360
39562,429456
39563,455692
39564,288921
39565,459515
39566,435126
39567,116307
39568,216892
39569,212591
39570,454702
39571,84286
39572,110526
39573,460036
39574,432357
39575,466600
39576,472532
39577,151121
39578,129567
39579,10350
39580,10350
39581,223794
39582,138417
39583,453213
39584,429960
39585,444641
39586,225448
39587,145059
39588,54875
39589,152760
39590,186197
39591,41988
39592,448524
39593,479875
39594,40680
39595,478338
39596,17470
39597,37962
39598,128557
39599,153517
39600,199097
39601,112644
39602,288826
39603,421163
39604,457976
39606,41982
39609,162205
39610,444943
39611,429508
39613,68260
39614,288940
39615,453772
39616,477479
39617,191782
39618,448278
39619,450343
39620,215351
39621,421806
39622,141499
39623,174522
39624,480175
39625,190042
39626,460482
39627,183987
39628,164100
39629,211636
39630,463766
39631,47091
39632,209706
39633,50183
39634,480954
39635,435541
39636,182789
39637,464248
39638,190431
39639,478516
39640,432359
39641,421615
39642,31807
39643,429969
39644,97364
39645,97364
39646,436248
39649,423348
39650,481057
39651,448581
39652,468031
39653,210783
39654,187572
39655,225818
39656,434575
39657,470441
39658,141036
39659,424265
39660,117864
39661,117864
39662,12643
39664,119290
39665,86885
39666,425262
39668,86885
39669,163333
39671,119290
39673,119290
39674,438422
39678,434033
39679,426428
39681,426428
39682,434033
39683,434033
39684,434033
39685,434033
39686,213611
39687,213611
39688,213611
39689,434033
39690,434033
39691,434033
39692,150581
39693,150581
39694,434033
39695,434033
39696,213611
39697,213611
39698,434033
39699,174081
39702,177931
39703,56318
39704,150581
39707,430242
39708,197158
39709,221112
39710,92039
39711,23205
39712,197073
39713,473005
39717,38282
39718,38282
39719,38282
39720,38282
39721,17633
39722,208284
39724,435501
39725,116569
39726,429590
39729,38282
39732,450186
39734,454494
39735,478932
39736,443900
39737,471892
39738,471892
39743,204769
39744,433552
39745,38282
39746,198838
39747,117054
39748,215174
39749,474324
39750,435894
39751,128246
39752,459766
39753,453329
39754,469773
39755,450017
39756,223135
39757,133947
39758,194527
39759,471756
39760,169772
39761,169772
39763,457856
39764,434264
39765,452305
39766,212337
39767,194527
39768,182577
39769,194527
39770,477183
39772,169772
39773,418162
39774,469574
39775,84197
39776,159640
39777,225277
39778,209447
39779,209447
39780,448817
39781,209447
39782,209447
39783,209447
39784,209447
39785,209447
39786,209447
39787,214350
39788,428173
39789,64012
39790,152636
39791,447508
39792,195642
39793,194527
39794,476438
39795,449733
39796,214221
39797,441569
39798,431286
39799,135060
39800,188467
39801,455994
39802,462023
39803,477242
39804,214642
39805,214642
39806,200308
39808,212839
39809,435112
39810,116568
39811,424903
39814,150209
39815,95654
39816,213378
39817,471567
39818,95656
39819,145027
39820,145027
39821,145027
39822,23632
39824,462576
39825,462576
39826,471034
39827,115761
39828,100391
39829,100393
39830,418171
39831,211965
39835,66424
39836,191104
39837,191104
39839,159271
39840,115763
39841,202614
39842,455004
39843,455004
39845,211418
39848,83914
39850,200922
39851,31094
39853,437682
39857,437682
39859,446679
39860,102426
39863,479359
39864,479359
39865,461902
39866,208284
39867,465020
39872,456221
39873,61588
39874,426427
39875,424361
39876,154336
39877,89551
39878,163651
39879,463720
39880,154531
39882,427017
39883,154531
39884,163765
39891,27895
39892,102423
39893,426427
39909,27895
39913,466247
39914,178764
39915,128912
39916,121086
39917,422419
39918,459409
39919,456818
39920,154161
39921,428356
39922,159208
39923,65538
39924,463333
39925,113873
39926,163190
39927,145202
39928,422031
39929,202715
39930,448259
39931,131466
39932,427691
39933,453194
39934,215406
39935,123872
39936,435581
39937,462157
39938,170631
39939,463897
39940,176934
39941,418888
39942,182741
39943,124812
39944,434469
39945,148038
39946,212042
39947,475272
39948,206889
39949,120098
39950,202129
39951,461049
39952,454146
39953,127501
39954,458530
39955,193070
39959,27895
39960,454807
39961,102529
39962,18965
39963,201805
39964,27895
39965,47044
39966,27895
39968,96896
39978,70790
39979,437630
39980,446081
39981,440864
39985,17674
39987,418239
39988,424704
39989,424704
39990,424704
39992,180348
39993,44460
39994,468712
39995,175901
39996,202993
39997,119305
39998,439273
39999,220625
40000,437164
40001,429815
40002,103934
40003,124785
40004,447391
40005,164508
40006,139448
40007,427325
40008,29283
40009,29283
40010,143432
40011,15550
40012,130283
40013,130283
40014,33277
40015,33276
40016,219402
40017,103935
40018,158311
40019,197944
40020,431429
40021,63329
40024,207136
40025,49006
40026,168772
40027,418991
40028,426079
40029,443157
40030,87168
40031,219010
40032,475641
40033,475641
40034,176507
40035,143366
40036,137531
40037,469663
40038,473863
40039,467403
40040,61081
40041,76132
40042,288932
40043,288932
40044,203785
40045,142642
40046,443032
40047,214020
40052,216732
40053,424704
40054,427410
40055,53341
40056,475012
40057,107238
40058,146740
40059,448460
40062,455490
40063,470196
40064,470245
40065,97910
40066,46783
40067,131288
40068,474581
40069,431867
40070,114796
40071,187949
40072,87242
40073,444314
40074,93412
40075,175142
40076,78798
40077,182041
40078,223719
40079,219389
40080,444314
40081,78828
40082,182041
40083,87240
40084,288766
40085,465246
40086,465246
40087,194855
40088,38853
40089,471588
40094,105730
40095,105730
40096,105729
40097,467876
40098,145545
40099,464315
40101,437888
40103,444104
40104,72576
40105,196096
40106,122063
40107,122063
40108,462854
40109,216593
40110,216976
40112,16169
40119,443254
40122,199787
40124,443254
40125,199787
40126,443254
40127,199787
40128,418858
40129,443254
40130,199787
40131,86956
40133,47044
40134,207990
40135,192191
40136,47044
40137,47044
40138,47044
40139,47044
40140,47044
40141,431703
40142,431703
40143,471878
40144,47062
40145,480690
40146,475047
40147,47044
40148,47044
40149,47062
40150,18965
40153,55105
40154,124117
40157,134427
40161,134427
40163,47075
40165,134427
40167,134427
40168,134427
40169,453656
40170,202528
40171,453656
40172,198024
40173,481706
40174,481706
40175,198024
40176,481706
40177,198024
40178,198024
40179,468094
40180,121727
40182,57422
40183,55105
40184,55105
40185,440522
40186,440522
40187,173619
40188,160495
40189,115536
40191,476963
40192,200754
40193,431777
40196,470974
40197,158779
40198,223940
40199,162216
40200,209373
40201,219417
40202,168825
40204,45070
40205,109499
40206,470974
40207,470974
40211,452940
40212,210199
40213,118147
40214,440568
40216,168825
40218,168825
40219,168825
40220,84904
40221,139546
40222,118148
40223,67693
40224,46912
40226,449895
40227,126072
40228,126072
40230,480497
40232,218011
40233,470059
40234,133903
40235,139007
40236,450365
40237,450365
40238,226062
40239,224989
40240,460696
40241,436465
40242,32414
40243,449687
40244,38404
40245,145107
40246,424408
40247,182948
40251,47062
40252,104521
40253,124296
40254,217261
40255,164167
40256,452038
40257,82384
40258,160325
40260,206425
40261,220544
40262,199075
40263,82380
40264,82380
40265,199075
40266,464831
40267,448520
40268,465585
40269,80327
40270,178956
40271,475184
40272,477850
40273,438546
40274,439108
40275,105355
40276,195677
40277,474887
40279,209430
40280,460455
40281,431194
40282,481673
40283,87750
40284,180431
40285,19847
40286,19850
40287,212598
40289,135528
40291,481324
40292,123314
40301,452625
40305,481324
40306,214639
40307,115451
40308,119380
40309,219134
40315,93566
40316,479406
40317,479406
40318,479406
40319,171075
40320,181577
40321,436736
40327,212971
40328,470451
40329,16127
40330,128278
40331,418696
40350,448726
40351,191143
40352,427426
40353,175796
40354,58450
40355,440826
40356,440826
40357,427138
40358,419776
40359,146448
40360,185787
40361,167573
40362,152307
40363,146097
40364,477632
40365,225323
40366,453577
40367,457921
40368,85899
40369,452617
40370,466437
40371,478483
40372,129453
40373,418715
40375,138302
40377,34382
40380,215327
40381,478297
40383,34383
40384,424021
40385,454327
40386,33590
40387,454327
40388,476937
40389,462051
40390,457149
40391,476937
40392,458009
40393,33590
40394,214228
40395,202809
40396,185131
40397,143838
40398,424021
40399,17041
40400,476504
40401,110720
40402,216809
40403,223274
40404,476504
40405,49927
40406,44646
40407,180436
40408,110720
40409,110720
40410,117820
40411,117820
40416,430344
40417,210474
40418,101056
40419,130051
40421,158343
40422,464910
40423,183990
40424,213445
40425,425243
40426,473362
40427,451019
40428,17665
40429,17665
40431,20186
40435,100659
40436,453709
40437,61191
40438,206153
40439,206153
40440,473985
40441,169878
40447,18101
40453,75877
40455,479516
40456,214803
40457,480404
40460,114827
40462,420314
40464,182130
40465,182130
40466,464895
40467,449916
40468,213754
40469,72554
40470,454204
40471,443015
40472,165228
40473,470828
40474,461310
40475,18304
40476,468496
40477,18219
40478,152908
40479,209509
40480,440636
40481,147240
40482,53618
40483,72196
40484,157037
40485,53682
40486,454989
40487,441389
40488,151230
40489,441968
40490,16441
40491,464553
40492,152629
40493,213775
40494,127556
40495,111423
40496,462724
40497,468173
40498,465842
40499,115590
40500,132534
40501,443746
40502,91492
40503,472056
40504,422048
40505,43516
40506,455671
40507,459945
40508,470167
40516,27854
40517,85493
40518,463368
40519,183747
40527,37850
40528,459078
40529,132759
40530,423150
40531,201243
40532,467152
40533,478532
40534,83113
40535,475174
40536,45695
40537,99912
40538,146063
40539,451220
40540,209219
40541,144210
40542,430071
40543,34569
40544,160574
40545,445707
40546,64174
40547,96704
40548,219200
40549,288930
40550,173393
40551,435936
40552,469266
40553,478054
40554,424862
40555,45256
40556,205501
40557,141465
40558,96135
40559,84510
40560,430483
40561,453712
40562,160544
40563,444134
40564,220127
40565,443192
40566,90262
40568,82240
40569,204353
40570,182666
40571,177425
40572,459836
40573,98362
40574,97184
40575,444182
40576,214175
40577,193846
40578,180468
40579,453730
40580,196390
40581,467655
40582,467119
40583,444937
40584,13409
40585,433559
40586,454972
40587,421831
40588,424721
40589,109003
40590,476249
40591,200157
40592,463845
40593,439559
40594,147824
40595,162488
40596,188120
40597,92419
40598,31465
40599,37943
40600,442907
40601,60287
40602,458765
40603,60921
40604,182075
40605,428190
40606,140396
40607,425308
40608,173078
40609,437937
40610,167055
40611,71867
40612,466429
40614,437078
40615,223758
40616,439979
40617,436899
40618,222825
40619,184587
40620,459472
40621,175400
40622,117986
40623,437943
40624,209165
40625,193514
40626,23502
40627,59931
40628,421333
40629,190787
40630,441442
40631,216185
40632,472821
40633,438064
40634,97474
40635,461565
40636,53158
40637,466245
40638,428554
40639,446069
40640,76609
40641,217243
40642,143298
40643,97476
40644,97476
40645,433609
